source,src_state,src_district,district_code,lgd_district,lgd_state,method,score
PMJAY,TELANGANA,YADADRI BHUVANAGIRI,697,Yadadri Bhuvanagiri,Telangana,exact_state,100
PMJAY,TRIPURA,Dhalai,269,Dhalai,Tripura,exact_state,100
PMJAY,TRIPURA,Gomati,654,Gomati,Tripura,exact_state,100
PMJAY,TRIPURA,Khowai,652,Khowai,Tripura,exact_state,100
PMJAY,TRIPURA,North Tripura,270,North Tripura,Tripura,exact_state,100
PMJAY,TRIPURA,Sepahijala,653,Sepahijala,Tripura,exact_state,100
PMJAY,TRIPURA,South Tripura,271,South Tripura,Tripura,exact_state,100
PMJAY,TRIPURA,Unakoti,655,Unakoti,Tripura,exact_state,100
PMJAY,TRIPURA,West Tripura,272,West Tripura,Tripura,exact_state,100
PMJAY,UTTAR PRADESH,AGRA,118,Agra,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,ALIGARH,119,Aligarh,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,ALLAHABAD,120,Prayagraj,Uttar Pradesh,alias_exact,100
PMJAY,UTTAR PRADESH,AMBEDKAR NAGAR,121,Ambedkar Nagar,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,AMROHA,154,Amroha,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,AURAIYA,122,Auraiya,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,AZAMGARH,123,Azamgarh,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,Amethi,640,Amethi,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,BAHRAICH,125,Bahraich,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,BALLIA,126,Ballia,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,BALRAMPUR,127,Balrampur,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,BANDA,128,Banda,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,BARABANKI,129,Bara Banki,Uttar Pradesh,alias_exact,100
PMJAY,UTTAR PRADESH,BAREILLY,130,Bareilly,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,BASTI,131,Basti,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,BHADOHI,179,Bhadohi,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,BIJNOR,132,Bijnor,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,BUDAUN,133,Budaun,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,BULANDSHAHR,134,Bulandshahr,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,Bagpat,124,Baghpat,Uttar Pradesh,fuzzy_state,92
PMJAY,UTTAR PRADESH,CHANDAULI,135,Chandauli,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,CHITRAKOOT,136,Chitrakoot,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,DEORIA,137,Deoria,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,ETAH,138,Etah,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,ETAWAH,139,Etawah,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,FAIZABAD,140,Ayodhya,Uttar Pradesh,alias_exact,100
PMJAY,UTTAR PRADESH,FARRUKHABAD,141,Farrukhabad,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,FATEHPUR,142,Fatehpur,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,FIROZABAD,143,Firozabad,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,144,Gautam Buddha Nagar,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,GHAZIABAD,145,Ghaziabad,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,GHAZIPUR,146,Ghazipur,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,GONDA,147,Gonda,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,GORAKHPUR,148,Gorakhpur,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,HAMIRPUR,149,Hamirpur,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,HAPUR,661,Hapur,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,HARDOI,150,Hardoi,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,HATHRAS,163,Hathras,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,JALAUN,151,Jalaun,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,JAUNPUR,152,Jaunpur,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,JHANSI,153,Jhansi,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,KANNAUJ,155,Kannauj,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,KANPUR DEHAT,156,Kanpur Dehat,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,KANPUR NAGAR,157,Kanpur Nagar,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,KAUSHAMBI,158,Kaushambi,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,KHERI,159,Kheri,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,KUSHI NAGAR,160,Kushinagar,Uttar Pradesh,alias_exact,100
PMJAY,UTTAR PRADESH,Kasganj,633,Kasganj,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,LALITPUR,161,Lalitpur,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,LUCKNOW,162,Lucknow,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,MAHARAJGANJ,164,Mahrajganj,Uttar Pradesh,alias_exact,100
PMJAY,UTTAR PRADESH,MAHOBA,165,Mahoba,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,MAINPURI,166,Mainpuri,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,MATHURA,167,Mathura,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,MAU,168,Mau,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,MEERUT,169,Meerut,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,MIRZAPUR,170,Mirzapur,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,MORADABAD,171,Moradabad,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,MUZAFFARNAGAR,172,Muzaffarnagar,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,PILIBHIT,173,Pilibhit,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,PRATAPGARH,174,Pratapgarh,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,RAMPUR,176,Rampur,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,Raebareli,175,Rae Bareli,Uttar Pradesh,alias_exact,100
PMJAY,UTTAR PRADESH,SAHARANPUR,177,Saharanpur,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,SHAHJAHANPUR,180,Shahjahanpur,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,SHAMLI,660,Shamli,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,SITAPUR,183,Sitapur,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,SONBHADRA,184,Sonbhadra,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,SULTANPUR,185,Sultanpur,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,Sambhal,659,Sambhal,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,Sant Kabir Nagar,178,Sant Kabir Nagar,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,Shrawasti,181,Shrawasti,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,Siddharthnagar,182,Siddharthnagar,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,UNNAO,186,Unnao,Uttar Pradesh,exact_state,100
PMJAY,UTTAR PRADESH,VARANASI,187,Varanasi,Uttar Pradesh,exact_state,100
PMJAY,UTTARAKHAND,ALMORA,45,Almora,Uttarakhand,exact_state,100
PMJAY,UTTARAKHAND,BAGESHWAR,46,Bageshwar,Uttarakhand,exact_state,100
PMJAY,UTTARAKHAND,CHAMOLI,47,Chamoli,Uttarakhand,exact_state,100
PMJAY,UTTARAKHAND,CHAMPAWAT,48,Champawat,Uttarakhand,exact_state,100
PMJAY,UTTARAKHAND,DEHRADUN,49,Dehradun,Uttarakhand,exact_state,100
PMJAY,UTTARAKHAND,HARIDWAR,50,Haridwar,Uttarakhand,exact_state,100
PMJAY,UTTARAKHAND,NAINITAL,51,Nainital,Uttarakhand,exact_state,100
PMJAY,UTTARAKHAND,PAURI GARHWAL,52,Pauri Garhwal,Uttarakhand,exact_state,100
PMJAY,UTTARAKHAND,PITHORAGARH,53,Pithoragarh,Uttarakhand,exact_state,100
PMJAY,UTTARAKHAND,Rudraprayag,54,Rudra Prayag,Uttarakhand,alias_exact,100
PMJAY,UTTARAKHAND,TEHRI GARHWAL,55,Tehri Garhwal,Uttarakhand,exact_state,100
PMJAY,UTTARAKHAND,Udham Singh Nagar,56,Udam Singh Nagar,Uttarakhand,alias_exact,100
PMJAY,UTTARAKHAND,Uttarkashi,57,Uttar Kashi,Uttarakhand,alias_exact,100
PMJAY,WEST BENGAL,24 PARAGANAS SOUTH,304,South 24 Parganas,West Bengal,fuzzy_state,97
PMJAY,WEST BENGAL,Alipurduar,664,Alipurduar,West Bengal,exact_state,100
PMJAY,WEST BENGAL,Cooch Behar,308,Cooch Behar,West Bengal,exact_state,100
PMJAY,WEST BENGAL,Darjiling,309,Darjeeling,West Bengal,alias_exact,100
PMJAY,WEST BENGAL,East Midnapur,317,Purba Medinipur,West Bengal,alias_exact,100
PMJAY,WEST BENGAL,HOOGHLY,312,Hooghly,West Bengal,exact_state,100
PMJAY,WEST BENGAL,HOWRAH,313,Howrah,West Bengal,exact_state,100
PMJAY,WEST BENGAL,JALPAIGURI,314,Jalpaiguri,West Bengal,exact_state,100
PMJAY,WEST BENGAL,KOLKATA,315,Kolkata,West Bengal,exact_state,100
PMJAY,WEST BENGAL,MURSHIDABAD,319,Murshidabad,West Bengal,exact_state,100
PMJAY,WEST BENGAL,Malda,316,Malda,West Bengal,exact_state,100
PMJAY,WEST BENGAL,NADIA,320,Nadia,West Bengal,exact_state,100
PMJAY,WEST BENGAL,North 24 Parganas,303,North 24 Parganas,West Bengal,exact_state,100
PMJAY,WEST BENGAL,PASCHIM BARDHAMAN,704,Paschim Bardhaman,West Bengal,exact_state,100
PMJAY,WEST BENGAL,Puruliya,321,Purulia,West Bengal,fuzzy_state,93
PMJAY,WEST BENGAL,West Midnapur,318,Paschim Medinipur,West Bengal,alias_exact,100
