hospital_ref,district_code,state,hospital_type,basic_tier,specialties
HOSP-00252,153,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|neurosurgery|obgyn|orthopaedics|polytrauma|urology
HOSP-00253,578,TAMIL NADU,Private(For Profit),False,cardiology|ctvs|emergency_room|general_medicine|general_surgery|obgyn|orthopaedics|surgical_oncology|urology
HOSP-00254,518,TELANGANA,Private(For Profit),False,
HOSP-00255,675,GUJARAT,Private(For Profit),False,emergency_room|general_medicine|general_surgery|orthopaedics|polytrauma|urology
HOSP-00256,660,UTTAR PRADESH,Private(For Profit),False,general_medicine|orthopaedics
HOSP-00257,591,TAMIL NADU,Private(For Profit),False,urology
HOSP-00258,116,RAJASTHAN,Public,True,
HOSP-00259,190,BIHAR,Public,True,emergency_room|general_medicine|general_surgery
HOSP-00260,528,KARNATAKA,Public,True,
HOSP-00261,105,RAJASTHAN,Private(For Profit),False,
HOSP-00262,534,KARNATAKA,Public,True,
HOSP-00263,503,ANDHRA PRADESH,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|obgyn|orthopaedics|paediatric_medicine|polytrauma|urology
HOSP-00264,535,KARNATAKA,Private(For Profit),False,ent|general_surgery|obgyn|orthopaedics|urology
HOSP-00265,130,UTTAR PRADESH,Private(For Profit),False,burns|emergency_room|general_medicine|general_surgery|neurosurgery|obgyn|orthopaedics|urology
HOSP-00266,134,UTTAR PRADESH,Private(For Profit),False,general_medicine|general_surgery|orthopaedics
HOSP-00267,490,MAHARASHTRA,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neurosurgery|obgyn|orthopaedics|paediatric_cancer|paediatric_medicine|polytrauma|surgical_oncology|urology
HOSP-00268,525,KARNATAKA,Public,False,
HOSP-00269,579,TAMIL NADU,Public,False,
HOSP-00270,212,BIHAR,Private(For Profit),False,ctvs|general_medicine|general_surgery|orthopaedics|plastic_surgery|polytrauma|urology
HOSP-00271,482,MAHARASHTRA,Private(For Profit),False,
HOSP-00272,580,TAMIL NADU,Public,True,
HOSP-00273,644,CHHATTISGARH,Public,True,emergency_room|general_medicine|general_surgery|obgyn|ophthalmology
HOSP-00274,522,TELANGANA,Public,False,
HOSP-00275,148,UTTAR PRADESH,Public,True,general_medicine|obgyn
HOSP-00276,527,KARNATAKA,Public,True,paediatric_cancer
HOSP-00277,387,CHHATTISGARH,Private(For Profit),False,burns|emergency_room|ent|general_medicine|general_surgery|medical_oncology|neurosurgery|obgyn|oral_maxillofacial|orthopaedics|plastic_surgery|polytrauma
HOSP-00278,155,UTTAR PRADESH,Public,True,general_medicine
HOSP-00279,506,ANDHRA PRADESH,Public,False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-00280,169,UTTAR PRADESH,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|obgyn|ophthalmology|orthopaedics
HOSP-00281,410,MADHYA PRADESH,Public,False,obgyn
HOSP-00282,148,UTTAR PRADESH,Private(For Profit),False,ophthalmology
HOSP-00283,573,TAMIL NADU,Public,False,
HOSP-00284,448,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-00285,332,JHARKHAND,Private(For Profit),False,ent|ophthalmology
HOSP-00286,262,MIZORAM,Public,True,emergency_room|general_medicine
HOSP-00287,101,RAJASTHAN,Private(For Profit),False,orthopaedics
HOSP-00288,521,ANDHRA PRADESH,Public,True,emergency_room|general_medicine|general_surgery|obgyn|paediatric_medicine
HOSP-00289,504,ANDHRA PRADESH,Public,True,
HOSP-00290,646,CHHATTISGARH,Public,True,emergency_room|general_medicine
HOSP-00291,396,MADHYA PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|orthopaedics|polytrauma
HOSP-00292,547,KARNATAKA,Public,True,
HOSP-00293,187,UTTAR PRADESH,Private(For Profit),False,ophthalmology
HOSP-00294,384,CHHATTISGARH,Public,True,emergency_room|general_medicine|obgyn
HOSP-00295,514,TELANGANA,Public,True,emergency_room|general_medicine
HOSP-00296,92,RAJASTHAN,Public,True,emergency_room|general_medicine
HOSP-00297,544,KARNATAKA,Public,True,
HOSP-00298,545,KARNATAKA,Public,False,
HOSP-00299,407,MADHYA PRADESH,Private(For Profit),False,general_surgery|neurosurgery|oral_maxillofacial|orthopaedics|plastic_surgery|surgical_oncology|urology
HOSP-00300,565,KERALA,Private(For Profit),False,cardiology|general_medicine
HOSP-00301,684,TELANGANA,Public,True,
HOSP-00302,173,UTTAR PRADESH,Private(For Profit),False,ophthalmology
HOSP-00303,683,TELANGANA,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-00304,12,JAMMU AND KASHMIR,Private(For Profit),False,general_surgery
HOSP-00305,575,TAMIL NADU,Public,False,
HOSP-00306,557,KERALA,Private(Not For Profit),False,general_medicine|urology
HOSP-00307,169,UTTAR PRADESH,Private(For Profit),False,general_surgery|orthopaedics
HOSP-00308,546,KARNATAKA,Public,False,
HOSP-00309,688,TELANGANA,Private(For Profit),False,obgyn|paediatric_medicine
HOSP-00310,545,KARNATAKA,Public,True,
HOSP-00311,438,GUJARAT,Public,False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-00312,64,HARYANA,Private(For Profit),False,burns|cardiology|emergency_room|ent|general_medicine|general_surgery|neonatal|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|urology
HOSP-00313,457,GUJARAT,Private(Not For Profit),False,cardiology|ctvs
HOSP-00314,532,KARNATAKA,Public,True,
HOSP-00315,517,ANDHRA PRADESH,Public,True,
HOSP-00316,545,KARNATAKA,Private(For Profit),False,
HOSP-00317,29,PUNJAB,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-00318,542,KARNATAKA,Public,True,
HOSP-00319,517,ANDHRA PRADESH,Private(For Profit),False,general_surgery|obgyn|orthopaedics|polytrauma
HOSP-00320,134,UTTAR PRADESH,Private(For Profit),False,general_medicine|general_surgery|obgyn
HOSP-00321,50,UTTARAKHAND,Private(For Profit),False,general_medicine|general_surgery|obgyn|orthopaedics|urology
HOSP-00322,134,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-00323,86,RAJASTHAN,Private(For Profit),False,
HOSP-00324,516,TELANGANA,Private(For Profit),False,general_surgery|orthopaedics|polytrauma|urology
HOSP-00325,152,UTTAR PRADESH,Private(For Profit),False,burns|cardiology|general_medicine|general_surgery|plastic_surgery|urology
HOSP-00326,160,UTTAR PRADESH,Private(For Profit),False,general_medicine|general_surgery|obgyn
HOSP-00327,596,TAMIL NADU,Private(For Profit),False,
HOSP-00328,663,MEGHALAYA,Public,True,emergency_room|ent|general_medicine|general_surgery|obgyn|paediatric_medicine
HOSP-00329,611,BIHAR,Public,True,general_surgery
HOSP-00330,126,UTTAR PRADESH,Public,True,general_medicine
HOSP-00331,155,UTTAR PRADESH,Public,True,general_medicine
HOSP-00332,509,TELANGANA,Private(For Profit),False,ophthalmology
HOSP-00333,580,TAMIL NADU,Public,True,
HOSP-00334,547,KARNATAKA,Public,True,
HOSP-00335,511,ANDHRA PRADESH,Private(For Profit),False,
HOSP-00336,577,TAMIL NADU,Public,False,
HOSP-00337,135,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|urology
HOSP-00338,91,RAJASTHAN,Private(For Profit),False,
HOSP-00339,538,KARNATAKA,Public,True,
HOSP-00340,545,KARNATAKA,Public,True,
HOSP-00341,532,KARNATAKA,Public,True,
HOSP-00342,476,MAHARASHTRA,Public,False,
HOSP-00343,527,KARNATAKA,Public,True,paediatric_cancer
HOSP-00344,215,BIHAR,Public,True,emergency_room|general_medicine|general_surgery|obgyn
HOSP-00345,266,MIZORAM,Public,True,burns|emergency_room|ent|general_medicine|general_surgery|mental_disorders|neonatal|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine|plastic_surgery|polytrauma
HOSP-00346,152,UTTAR PRADESH,Private(For Profit),False,general_surgery|obgyn
HOSP-00347,640,UTTAR PRADESH,Public,True,general_medicine
HOSP-00348,186,UTTAR PRADESH,Public,True,general_medicine
HOSP-00349,61,HARYANA,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn
HOSP-00350,503,ANDHRA PRADESH,Public,True,
HOSP-00351,475,MAHARASHTRA,Private(For Profit),False,cardiology|emergency_room|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neurosurgery|oral_maxillofacial|paediatric_medicine|surgical_oncology|urology
HOSP-00352,143,UTTAR PRADESH,Private(For Profit),False,ophthalmology
HOSP-00353,494,MAHARASHTRA,Private(For Profit),False,burns|emergency_room|general_medicine|general_surgery|neonatal|obgyn|orthopaedics|paediatric_medicine|plastic_surgery|polytrauma|urology
HOSP-00354,510,ANDHRA PRADESH,Public,True,
HOSP-00355,507,TELANGANA,Private(For Profit),False,polytrauma
HOSP-00356,184,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics
HOSP-00357,542,KARNATAKA,Public,True,
HOSP-00358,102,RAJASTHAN,Private(For Profit),False,
HOSP-00359,276,MEGHALAYA,Public,False,emergency_room|ent|general_medicine|general_surgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|polytrauma
HOSP-00360,383,CHHATTISGARH,Public,False,emergency_room|general_medicine|obgyn
HOSP-00361,447,GUJARAT,Public,True,emergency_room|general_medicine|general_surgery|obgyn|paediatric_medicine
HOSP-00362,525,KARNATAKA,Public,False,
HOSP-00363,619,HARYANA,Public,False,emergency_room|general_medicine|obgyn|oral_maxillofacial|paediatric_medicine
HOSP-00364,438,GUJARAT,Private(For Profit),False,general_surgery|obgyn|orthopaedics|polytrauma
HOSP-00365,107,RAJASTHAN,Private(For Profit),False,
HOSP-00366,467,MAHARASHTRA,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neurosurgery|orthopaedics|paediatric_medicine|paediatric_surgery|polytrauma|radiation_oncology|urology
HOSP-00367,405,MADHYA PRADESH,Private(For Profit),False,orthopaedics|polytrauma
HOSP-00368,211,BIHAR,Public,False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-00369,586,TAMIL NADU,Private(For Profit),False,
HOSP-00370,131,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-00371,568,TAMIL NADU,Private(For Profit),False,
HOSP-00372,575,TAMIL NADU,Private(For Profit),False,orthopaedics
HOSP-00373,402,MADHYA PRADESH,Public,False,emergency_room|ent|general_medicine|general_surgery|orthopaedics|paediatric_medicine
HOSP-00374,58,HARYANA,Private(For Profit),False,burns|emergency_room|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|orthopaedics|paediatric_medicine|plastic_surgery|urology
HOSP-00375,530,KARNATAKA,Public,False,
HOSP-00376,441,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-00377,660,UTTAR PRADESH,Public,True,general_medicine
HOSP-00378,509,TELANGANA,Public,True,
HOSP-00379,455,GUJARAT,Private(For Profit),False,emergency_room|general_medicine|obgyn|orthopaedics|polytrauma
HOSP-00380,541,KARNATAKA,Public,True,
HOSP-00381,125,UTTAR PRADESH,Public,True,general_medicine
HOSP-00382,536,KARNATAKA,Public,False,
HOSP-00383,562,KERALA,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|neonatal|obgyn|orthopaedics|paediatric_medicine
HOSP-00384,49,UTTARAKHAND,Private(For Profit),False,burns|emergency_room|general_medicine|general_surgery|medical_oncology|obgyn|surgical_oncology
HOSP-00385,119,UTTAR PRADESH,Public,False,emergency_room|general_medicine|general_surgery|obgyn|ophthalmology|orthopaedics
HOSP-00386,271,TRIPURA,Public,True,emergency_room|general_medicine
HOSP-00387,586,TAMIL NADU,Private(For Profit),False,ophthalmology
HOSP-00388,157,UTTAR PRADESH,Private(For Profit),False,ophthalmology
HOSP-00389,511,ANDHRA PRADESH,Public,True,
HOSP-00390,132,UTTAR PRADESH,Public,False,general_medicine
HOSP-00391,734,CHHATTISGARH,Public,True,
HOSP-00392,343,JHARKHAND,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|ophthalmology
HOSP-00393,73,HARYANA,Private(For Profit),False,emergency_room|general_medicine
HOSP-00394,487,MAHARASHTRA,Private(For Profit),False,
HOSP-00395,102,RAJASTHAN,Public,True,
HOSP-00396,555,KERALA,Public,False,emergency_room|ent|general_medicine|general_surgery|medical_oncology|mental_disorders|obgyn|ophthalmology|orthopaedics|paediatric_medicine|urology
HOSP-00397,495,MAHARASHTRA,Public,False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics|paediatric_medicine
HOSP-00398,507,TELANGANA,Public,False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neurosurgery|ophthalmology|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-00399,680,TELANGANA,Private(For Profit),False,
HOSP-00400,446,GUJARAT,Public,True,emergency_room|general_medicine|obgyn
HOSP-00401,455,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-00402,278,MEGHALAYA,Public,True,emergency_room|ent|general_medicine|general_surgery|obgyn|paediatric_medicine
HOSP-00403,186,UTTAR PRADESH,Public,True,ophthalmology
HOSP-00404,441,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-00405,187,UTTAR PRADESH,Private(For Profit),False,general_medicine|general_surgery|ophthalmology|paediatric_surgery|urology
HOSP-00406,27,PUNJAB,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|orthopaedics|paediatric_medicine|urology
HOSP-00407,223,BIHAR,Public,False,obgyn
HOSP-00408,547,KARNATAKA,Public,False,
HOSP-00409,63,HARYANA,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|orthopaedics|urology
HOSP-00410,571,TAMIL NADU,Public,False,
HOSP-00411,157,UTTAR PRADESH,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|neurosurgery|obgyn|orthopaedics|paediatric_medicine
HOSP-00412,242,ARUNACHAL PRADESH,Public,True,emergency_room|general_medicine|obgyn|oral_maxillofacial
HOSP-00413,534,KARNATAKA,Public,True,
HOSP-00414,162,UTTAR PRADESH,Private(For Profit),False,ophthalmology
HOSP-00415,162,UTTAR PRADESH,Private(Not For Profit),False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|urology
HOSP-00416,131,UTTAR PRADESH,Private(For Profit),False,general_surgery|ophthalmology
HOSP-00417,589,TAMIL NADU,Private(For Profit),False,
HOSP-00418,148,UTTAR PRADESH,Private(For Profit),False,ophthalmology
HOSP-00419,507,TELANGANA,Private(For Profit),False,burns|cardiology|ctvs|emergency_room|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|urology
HOSP-00420,162,UTTAR PRADESH,Private(For Profit),False,ophthalmology
HOSP-00421,150,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-00422,524,KARNATAKA,Public,True,
HOSP-00423,177,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-00424,410,MADHYA PRADESH,Private(For Profit),False,general_surgery|neonatal|obgyn|orthopaedics|paediatric_medicine|paediatric_surgery
HOSP-00425,221,BIHAR,Public,True,emergency_room|general_medicine
HOSP-00426,562,KERALA,Public,False,emergency_room|ent|general_medicine|general_surgery|medical_oncology|mental_disorders|neonatal|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine
HOSP-00427,378,CHHATTISGARH,Public,True,obgyn
