hospital_ref,district_code,state,hospital_type,basic_tier,specialties
HOSP-03384,451,GUJARAT,Private(For Profit),False,cardiology|ctvs
HOSP-03385,530,KARNATAKA,Private(For Profit),False,
HOSP-03386,396,MADHYA PRADESH,Private(For Profit),False,orthopaedics|paediatric_medicine|urology
HOSP-03387,338,JHARKHAND,Public,True,emergency_room|general_medicine|general_surgery|obgyn|paediatric_medicine
HOSP-03388,593,TAMIL NADU,Public,False,
HOSP-03389,480,MAHARASHTRA,Private(For Profit),False,
HOSP-03390,183,UTTAR PRADESH,Public,True,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics
HOSP-03391,680,TELANGANA,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-03392,67,HARYANA,Public,True,emergency_room|general_medicine
HOSP-03393,407,MADHYA PRADESH,Private(For Profit),False,burns|emergency_room|general_medicine|general_surgery|medical_oncology|neurosurgery|orthopaedics|urology
HOSP-03394,92,RAJASTHAN,Private(For Profit),False,
HOSP-03395,203,BIHAR,Private(For Profit),False,ophthalmology
HOSP-03396,461,GUJARAT,Private(For Profit),False,orthopaedics|polytrauma|urology
HOSP-03397,28,PUNJAB,Private(For Profit),False,emergency_room|general_medicine|general_surgery|orthopaedics|plastic_surgery|urology
HOSP-03398,171,UTTAR PRADESH,Private(For Profit),False,ophthalmology
HOSP-03399,327,JHARKHAND,Private(For Profit),False,emergency_room|general_medicine|general_surgery|neonatal|obgyn|paediatric_medicine|urology
HOSP-03400,568,TAMIL NADU,Private(For Profit),False,
HOSP-03401,11,JAMMU AND KASHMIR,Public,True,emergency_room|general_medicine|general_surgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine
HOSP-03402,145,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn
HOSP-03403,520,ANDHRA PRADESH,Public,True,
HOSP-03404,167,UTTAR PRADESH,Public,True,general_medicine
HOSP-03405,558,KERALA,Public,False,
HOSP-03406,449,GUJARAT,Private(Not For Profit),False,emergency_room|general_medicine|orthopaedics|urology
HOSP-03407,162,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn
HOSP-03408,540,KARNATAKA,Public,True,
HOSP-03409,537,KARNATAKA,Public,False,general_surgery|obgyn
HOSP-03410,69,HARYANA,Public,True,emergency_room|general_medicine
HOSP-03411,133,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-03412,51,UTTARAKHAND,Private(For Profit),False,cardiology|general_medicine|general_surgery|orthopaedics|urology
HOSP-03413,420,MADHYA PRADESH,Public,True,emergency_room|general_medicine
HOSP-03414,148,UTTAR PRADESH,Private(Not For Profit),False,emergency_room|general_medicine|medical_oncology|paediatric_cancer|radiation_oncology|surgical_oncology
HOSP-03415,577,TAMIL NADU,Public,False,
HOSP-03416,438,GUJARAT,Private(For Profit),False,cardiology|ctvs|emergency_room|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|orthopaedics|paediatric_medicine|urology
HOSP-03417,114,RAJASTHAN,Private(For Profit),False,
HOSP-03418,145,UTTAR PRADESH,Private(For Profit),False,general_medicine|general_surgery|obgyn|orthopaedics|paediatric_medicine
HOSP-03419,568,TAMIL NADU,Public,False,
HOSP-03420,570,TAMIL NADU,Private(For Profit),False,
HOSP-03421,441,GUJARAT,Private(For Profit),False,neonatal
HOSP-03422,555,KERALA,Public,False,emergency_room|ent|general_medicine|general_surgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine
HOSP-03423,187,UTTAR PRADESH,Private(For Profit),False,ent|obgyn
HOSP-03424,646,CHHATTISGARH,Public,True,cardiology|emergency_room|general_medicine|general_surgery|mental_disorders|obgyn|orthopaedics|paediatric_medicine
HOSP-03425,514,TELANGANA,Public,False,
HOSP-03426,159,UTTAR PRADESH,Public,True,general_medicine
HOSP-03427,528,KARNATAKA,Public,True,
HOSP-03428,148,UTTAR PRADESH,Public,True,general_medicine|obgyn
HOSP-03429,548,KARNATAKA,Public,True,
HOSP-03430,529,KARNATAKA,Public,False,
HOSP-03431,515,ANDHRA PRADESH,Public,True,
HOSP-03432,86,RAJASTHAN,Private(For Profit),False,
HOSP-03433,485,MAHARASHTRA,Private(For Profit),False,
HOSP-03434,441,GUJARAT,Public,False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-03435,505,ANDHRA PRADESH,Public,True,
HOSP-03436,127,UTTAR PRADESH,Public,True,general_medicine
HOSP-03437,385,CHHATTISGARH,Public,True,emergency_room|general_medicine
HOSP-03438,110,RAJASTHAN,Public,True,emergency_room|general_medicine
HOSP-03439,509,TELANGANA,Private(For Profit),False,
HOSP-03440,170,UTTAR PRADESH,Public,True,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics
HOSP-03441,130,UTTAR PRADESH,Private(Not For Profit),False,emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine|paediatric_surgery|urology
HOSP-03442,118,UTTAR PRADESH,Public,True,emergency_room|general_medicine|obgyn
HOSP-03443,502,ANDHRA PRADESH,Public,True,
HOSP-03444,208,BIHAR,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|neonatal|obgyn|ophthalmology|orthopaedics|paediatric_medicine|polytrauma|urology
HOSP-03445,123,UTTAR PRADESH,Public,True,general_medicine|obgyn
HOSP-03446,668,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-03447,450,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-03448,50,UTTARAKHAND,Private(For Profit),False,cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neonatal|neurosurgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine|paediatric_surgery|polytrauma|surgical_oncology|urology
HOSP-03449,634,TAMIL NADU,Public,False,
HOSP-03450,63,HARYANA,Private(For Profit),False,burns|emergency_room|ent|general_medicine|general_surgery|obgyn|orthopaedics|plastic_surgery|urology
HOSP-03451,71,HARYANA,Private(For Profit),False,burns|plastic_surgery
HOSP-03452,568,TAMIL NADU,Private(For Profit),False,
HOSP-03453,169,UTTAR PRADESH,Private(For Profit),False,orthopaedics
HOSP-03454,172,UTTAR PRADESH,Private(For Profit),False,general_surgery|obgyn|urology
HOSP-03455,114,RAJASTHAN,Public,True,
HOSP-03456,540,KARNATAKA,Public,True,
HOSP-03457,580,TAMIL NADU,Private(For Profit),False,
HOSP-03458,691,TELANGANA,Public,True,
HOSP-03459,422,MADHYA PRADESH,Private(Not For Profit),False,general_medicine|orthopaedics
HOSP-03460,506,ANDHRA PRADESH,Private(For Profit),False,burns|emergency_room|general_medicine|interventional_neuroradiology|neurosurgery|orthopaedics|plastic_surgery|polytrauma
HOSP-03461,646,CHHATTISGARH,Public,True,burns|emergency_room|general_medicine|general_surgery|mental_disorders|neonatal|obgyn|ophthalmology|orthopaedics|paediatric_medicine|polytrauma
HOSP-03462,421,MADHYA PRADESH,Public,True,burns|emergency_room|general_medicine|obgyn
HOSP-03463,405,MADHYA PRADESH,Public,False,emergency_room|general_medicine|obgyn|paediatric_medicine
HOSP-03464,507,TELANGANA,Public,False,cardiology|emergency_room|ent|general_medicine|neonatal|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|polytrauma|urology
HOSP-03465,515,ANDHRA PRADESH,Public,True,emergency_room|general_medicine
HOSP-03466,164,UTTAR PRADESH,Public,True,emergency_room|general_medicine|obgyn
HOSP-03467,533,KARNATAKA,Public,True,
HOSP-03468,150,UTTAR PRADESH,Public,False,emergency_room|general_medicine
HOSP-03469,441,GUJARAT,Private(For Profit),False,emergency_room|general_medicine|general_surgery|medical_oncology|obgyn|urology
HOSP-03470,548,KARNATAKA,Public,True,
HOSP-03471,120,UTTAR PRADESH,Public,True,general_medicine
HOSP-03472,545,KARNATAKA,Public,True,
HOSP-03473,529,KARNATAKA,Public,False,
HOSP-03474,466,MAHARASHTRA,Private(For Profit),False,
HOSP-03475,480,MAHARASHTRA,Private(For Profit),False,
HOSP-03476,545,KARNATAKA,Public,True,
HOSP-03477,586,TAMIL NADU,Private(For Profit),False,
HOSP-03478,446,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-03479,506,ANDHRA PRADESH,Private(For Profit),False,
HOSP-03480,119,UTTAR PRADESH,Private(Not For Profit),False,general_medicine|obgyn
HOSP-03481,446,GUJARAT,GOI,False,emergency_room|general_medicine|obgyn|ophthalmology|oral_maxillofacial|orthopaedics
HOSP-03482,439,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-03483,761,CHHATTISGARH,Public,True,emergency_room|general_medicine|neonatal|obgyn|paediatric_medicine
HOSP-03484,692,TELANGANA,Public,True,
HOSP-03485,187,UTTAR PRADESH,Private(For Profit),False,ophthalmology|orthopaedics
HOSP-03486,564,KERALA,Private(For Profit),False,burns|cardiology|emergency_room|ent|general_medicine|general_surgery|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|surgical_oncology|urology
HOSP-03487,530,KARNATAKA,Public,True,
HOSP-03488,502,ANDHRA PRADESH,Private(For Profit),False,burns|general_medicine|general_surgery|obgyn|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|urology
HOSP-03489,399,MADHYA PRADESH,Private(For Profit),False,cardiology|emergency_room|general_medicine|general_surgery|medical_oncology|neurosurgery|obgyn|oral_maxillofacial|orthopaedics|surgical_oncology|urology
HOSP-03490,561,KERALA,Private(For Profit),False,cardiology|emergency_room|ent|general_medicine|general_surgery|neonatal|obgyn|orthopaedics|paediatric_medicine|paediatric_surgery|urology
HOSP-03491,528,KARNATAKA,Public,False,obgyn|paediatric_cancer
HOSP-03492,379,CHHATTISGARH,Public,True,emergency_room|general_medicine|obgyn
HOSP-03493,213,BIHAR,Private(Not For Profit),False,general_medicine|general_surgery
HOSP-03494,41,PUNJAB,Private(For Profit),False,general_surgery|medical_oncology|orthopaedics|plastic_surgery|surgical_oncology|urology
HOSP-03495,448,GUJARAT,Public,True,emergency_room|general_medicine
HOSP-03496,675,GUJARAT,Public,True,emergency_room|general_medicine
HOSP-03497,530,KARNATAKA,Private(For Profit),False,
HOSP-03498,177,UTTAR PRADESH,Private(For Profit),False,neonatal
HOSP-03499,405,MADHYA PRADESH,Public,False,general_medicine|neonatal|obgyn|paediatric_medicine
HOSP-03500,164,UTTAR PRADESH,Public,True,emergency_room|general_medicine|obgyn
HOSP-03501,584,TAMIL NADU,Private(For Profit),False,general_surgery|medical_oncology|obgyn|orthopaedics
HOSP-03502,425,MADHYA PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics
HOSP-03503,134,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery
HOSP-03504,152,UTTAR PRADESH,Public,True,general_medicine
HOSP-03505,547,KARNATAKA,Private(For Profit),False,
HOSP-03506,541,KARNATAKA,Public,True,
HOSP-03507,169,UTTAR PRADESH,Public,True,general_medicine
HOSP-03508,375,CHHATTISGARH,Private(For Profit),False,orthopaedics
HOSP-03509,530,KARNATAKA,Public,True,general_surgery
HOSP-03510,134,UTTAR PRADESH,Private(For Profit),False,general_medicine|general_surgery|obgyn|oral_maxillofacial|orthopaedics|urology
HOSP-03511,580,TAMIL NADU,Public,True,
HOSP-03512,573,TAMIL NADU,Private(For Profit),False,
HOSP-03513,186,UTTAR PRADESH,Public,True,general_medicine
HOSP-03514,160,UTTAR PRADESH,Public,True,general_medicine
HOSP-03515,339,JHARKHAND,Private(For Profit),False,neonatal|paediatric_medicine
HOSP-03516,579,TAMIL NADU,Private(For Profit),False,
HOSP-03517,298,ASSAM,Private(For Profit),False,ophthalmology
HOSP-03518,37,PUNJAB,Private(For Profit),False,interventional_neuroradiology|neurosurgery|orthopaedics
HOSP-03519,129,UTTAR PRADESH,Public,False,general_medicine
HOSP-03520,543,KARNATAKA,Public,True,
HOSP-03521,593,TAMIL NADU,Private(For Profit),False,
HOSP-03522,120,UTTAR PRADESH,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|neonatal|obgyn|orthopaedics|paediatric_medicine|urology
HOSP-03523,144,UTTAR PRADESH,Private(For Profit),False,ent|general_medicine|general_surgery|neurosurgery|obgyn|orthopaedics|surgical_oncology|urology
HOSP-03524,507,TELANGANA,Private(For Profit),False,neonatal|paediatric_medicine|paediatric_surgery
HOSP-03525,161,UTTAR PRADESH,Public,False,general_medicine
HOSP-03526,530,KARNATAKA,Public,True,
HOSP-03527,174,UTTAR PRADESH,Public,True,general_medicine
HOSP-03528,449,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-03529,506,ANDHRA PRADESH,Private(For Profit),False,
HOSP-03530,394,MADHYA PRADESH,Private(For Profit),False,cardiology|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neonatal|neurosurgery|obgyn|orthopaedics|paediatric_medicine|polytrauma|urology
HOSP-03531,550,KARNATAKA,Public,True,
HOSP-03532,520,ANDHRA PRADESH,Public,True,
HOSP-03533,573,TAMIL NADU,Public,False,
HOSP-03534,515,ANDHRA PRADESH,Public,True,
HOSP-03535,192,BIHAR,Public,True,emergency_room|general_medicine
HOSP-03536,547,KARNATAKA,Public,True,
HOSP-03537,169,UTTAR PRADESH,Private(Not For Profit),False,ophthalmology
HOSP-03538,89,RAJASTHAN,Public,True,emergency_room|general_medicine
HOSP-03539,517,ANDHRA PRADESH,Public,True,
HOSP-03540,148,UTTAR PRADESH,Private(For Profit),False,general_medicine|general_surgery|obgyn|orthopaedics|urology
HOSP-03541,130,UTTAR PRADESH,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|orthopaedics|polytrauma|urology
HOSP-03542,486,MAHARASHTRA,Private(For Profit),False,orthopaedics|polytrauma
HOSP-03543,661,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|neonatal|obgyn|orthopaedics|paediatric_medicine|polytrauma
HOSP-03544,638,MADHYA PRADESH,GOI,False,emergency_room|ent|general_medicine|general_surgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|urology
HOSP-03545,90,RAJASTHAN,Public,True,
HOSP-03546,524,KARNATAKA,Private(For Profit),False,
HOSP-03547,55,UTTARAKHAND,Public,True,emergency_room|general_medicine
HOSP-03548,387,CHHATTISGARH,Private(For Profit),False,emergency_room|neonatal|paediatric_medicine|paediatric_surgery
HOSP-03549,648,CHHATTISGARH,Public,True,general_surgery|obgyn|oral_maxillofacial|paediatric_medicine
HOSP-03550,148,UTTAR PRADESH,Private(For Profit),False,burns|emergency_room|ent|general_medicine|general_surgery|neurosurgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine|plastic_surgery|urology
HOSP-03551,510,ANDHRA PRADESH,Public,True,
HOSP-03552,578,TAMIL NADU,Private(For Profit),False,
HOSP-03553,700,TELANGANA,Public,False,
HOSP-03554,180,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine
HOSP-03555,157,UTTAR PRADESH,Private(For Profit),False,burns|general_medicine|general_surgery|obgyn|orthopaedics|paediatric_medicine
HOSP-03556,179,UTTAR PRADESH,Public,False,emergency_room|general_medicine|general_surgery|obgyn|paediatric_medicine
HOSP-03557,224,BIHAR,Private(For Profit),False,general_medicine|general_surgery|obgyn|ophthalmology|oral_maxillofacial
HOSP-03558,485,MAHARASHTRA,Private(For Profit),False,
HOSP-03559,137,UTTAR PRADESH,Private(For Profit),False,general_medicine|general_surgery|orthopaedics
HOSP-03560,449,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-03561,421,MADHYA PRADESH,Public,True,emergency_room|general_medicine
HOSP-03562,549,KARNATAKA,Private(For Profit),False,cardiology|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_surgery|urology
HOSP-03563,648,CHHATTISGARH,Public,True,general_medicine|general_surgery|obgyn
HOSP-03564,187,UTTAR PRADESH,Private(For Profit),False,general_surgery|neurosurgery|orthopaedics|polytrauma|urology
HOSP-03565,13,JAMMU AND KASHMIR,Public,False,orthopaedics
HOSP-03566,148,UTTAR PRADESH,Public,True,general_medicine
HOSP-03567,438,GUJARAT,Private(For Profit),False,cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|polytrauma|surgical_oncology|urology
HOSP-03568,561,KERALA,Private(Not For Profit),False,general_medicine|urology
HOSP-03569,502,ANDHRA PRADESH,Private(For Profit),False,burns|ent|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|urology
HOSP-03570,386,CHHATTISGARH,Public,True,emergency_room|general_medicine|general_surgery|obgyn
HOSP-03571,382,CHHATTISGARH,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|neonatal|neurosurgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine|paediatric_surgery|urology
HOSP-03572,122,UTTAR PRADESH,Public,True,general_medicine
HOSP-03573,507,TELANGANA,Private(For Profit),False,cardiology|ctvs|medical_oncology|ophthalmology|radiation_oncology|surgical_oncology
HOSP-03574,244,NAGALAND,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn
HOSP-03575,69,HARYANA,Public,True,emergency_room|general_medicine|oral_maxillofacial|paediatric_medicine
HOSP-03576,116,RAJASTHAN,Private(For Profit),False,ent|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|ophthalmology|orthopaedics
HOSP-03577,62,HARYANA,Private(For Profit),False,burns|cardiology|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|plastic_surgery|polytrauma|urology
HOSP-03578,41,PUNJAB,Public,False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-03579,526,KARNATAKA,Public,True,
HOSP-03580,574,TAMIL NADU,Private(For Profit),False,cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|urology
HOSP-03581,608,PUNJAB,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|medical_oncology|neonatal|obgyn|orthopaedics|paediatric_medicine|urology
HOSP-03582,445,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-03583,681,TELANGANA,Private(For Profit),False,
HOSP-03584,514,TELANGANA,Private(For Profit),False,
HOSP-03585,521,ANDHRA PRADESH,Private(For Profit),False,
HOSP-03586,504,ANDHRA PRADESH,Public,True,paediatric_medicine
HOSP-03587,114,RAJASTHAN,Public,True,general_surgery
HOSP-03588,145,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics|urology
HOSP-03589,162,UTTAR PRADESH,Private(Not For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics|paediatric_medicine|urology
HOSP-03590,530,KARNATAKA,Public,True,
HOSP-03591,175,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-03592,212,BIHAR,Private(For Profit),False,burns|emergency_room|general_medicine|general_surgery|obgyn|orthopaedics|plastic_surgery
HOSP-03593,452,GUJARAT,Public,True,burns|emergency_room|ent|general_medicine|general_surgery|neonatal|ophthalmology|paediatric_medicine
HOSP-03594,143,UTTAR PRADESH,Public,True,general_medicine
HOSP-03595,247,NAGALAND,Public,True,burns|emergency_room|ent|general_medicine|general_surgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|plastic_surgery
HOSP-03596,140,UTTAR PRADESH,Private(For Profit),False,general_medicine|general_surgery|obgyn|oral_maxillofacial|orthopaedics|urology
HOSP-03597,519,ANDHRA PRADESH,Public,True,
HOSP-03598,180,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-03599,169,UTTAR PRADESH,Private(Not For Profit),False,ophthalmology
HOSP-03600,149,UTTAR PRADESH,Private(For Profit),False,general_surgery|obgyn|orthopaedics
HOSP-03601,540,KARNATAKA,Public,False,
HOSP-03602,181,UTTAR PRADESH,Public,True,general_medicine
HOSP-03603,595,TAMIL NADU,Private(For Profit),False,
HOSP-03604,509,TELANGANA,Public,False,
HOSP-03605,130,UTTAR PRADESH,Private(For Profit),False,burns|cardiology|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|plastic_surgery|polytrauma|surgical_oncology|urology
HOSP-03606,592,TAMIL NADU,Public,False,
HOSP-03607,67,HARYANA,Private(For Profit),False,paediatric_medicine
HOSP-03608,130,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-03609,180,UTTAR PRADESH,Public,True,emergency_room|general_medicine|obgyn
HOSP-03610,438,GUJARAT,Private(For Profit),False,general_surgery|orthopaedics|polytrauma
HOSP-03611,746,ANDHRA PRADESH,Public,True,
HOSP-03612,496,MAHARASHTRA,Private(For Profit),False,
HOSP-03613,387,CHHATTISGARH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics
HOSP-03614,672,GUJARAT,Private(For Profit),False,cardiology
HOSP-03615,539,KARNATAKA,Public,True,
HOSP-03616,584,TAMIL NADU,Public,False,
HOSP-03617,205,BIHAR,Private(For Profit),False,orthopaedics
HOSP-03618,160,UTTAR PRADESH,Public,True,emergency_room|general_medicine|obgyn|paediatric_medicine
HOSP-03619,446,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-03620,93,RAJASTHAN,Private(For Profit),False,interventional_neuroradiology|neurosurgery|obgyn|orthopaedics
HOSP-03621,504,ANDHRA PRADESH,Private(For Profit),False,
HOSP-03622,277,MEGHALAYA,Public,False,emergency_room|ent|general_medicine|general_surgery|obgyn|ophthalmology|oral_maxillofacial|paediatric_medicine|polytrauma
HOSP-03623,589,TAMIL NADU,Private(For Profit),False,
HOSP-03624,375,CHHATTISGARH,Private(For Profit),False,general_surgery|obgyn
HOSP-03625,65,HARYANA,Public,True,emergency_room|general_medicine|obgyn
HOSP-03626,701,HARYANA,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics|urology
HOSP-03627,503,ANDHRA PRADESH,Public,True,
HOSP-03628,446,GUJARAT,Private(For Profit),False,cardiology|ctvs|orthopaedics|polytrauma|urology
HOSP-03629,512,TELANGANA,Private(For Profit),False,
HOSP-03630,274,MEGHALAYA,Public,True,emergency_room|ent|general_medicine|general_surgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine
HOSP-03631,441,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-03632,152,UTTAR PRADESH,Public,True,general_medicine
HOSP-03633,490,MAHARASHTRA,Public,False,
HOSP-03634,157,UTTAR PRADESH,Private(For Profit),False,emergency_room|ent|neonatal|neurosurgery|orthopaedics|paediatric_medicine|paediatric_surgery
HOSP-03635,159,UTTAR PRADESH,Public,False,emergency_room|general_medicine
HOSP-03636,152,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-03637,109,RAJASTHAN,Private(For Profit),False,
HOSP-03638,59,HARYANA,Public,False,ophthalmology
HOSP-03639,440,GUJARAT,Private(For Profit),False,general_medicine|general_surgery|neonatal|obgyn|orthopaedics|paediatric_medicine|polytrauma
HOSP-03640,215,BIHAR,Public,False,emergency_room|general_medicine|general_surgery|obgyn
HOSP-03641,50,UTTARAKHAND,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics|polytrauma
HOSP-03642,100,RAJASTHAN,Public,True,emergency_room|general_medicine
HOSP-03643,324,JHARKHAND,GOI,False,ctvs|ent|general_medicine|general_surgery|mental_disorders|neonatal|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|radiation_oncology|surgical_oncology
HOSP-03644,58,HARYANA,Private(For Profit),False,orthopaedics
HOSP-03645,506,ANDHRA PRADESH,Private(For Profit),False,
HOSP-03646,191,BIHAR,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics
